PA_CIDPRI,Goiás,Mato Grosso do Sul,Mato Grosso,Distrito Federal,Total Frequency
D233,5.0,4.0,0.0,1.0,10.0
C930,2.0,2.0,0.0,6.0,10.0
M130,4.0,1.0,2.0,3.0,10.0
E301,3.0,2.0,3.0,2.0,10.0
C813,8.0,0.0,2.0,0.0,10.0
I843,3.0,3.0,1.0,3.0,10.0
T220,3.0,4.0,0.0,3.0,10.0
C17,6.0,0.0,0.0,4.0,10.0
X204,10.0,0.0,0.0,0.0,10.0
V475,8.0,0.0,0.0,2.0,10.0
Q054,1.0,0.0,5.0,4.0,10.0
E43,0.0,7.0,0.0,3.0,10.0
I63,1.0,0.0,0.0,9.0,10.0
D371,6.0,1.0,3.0,0.0,10.0
V296,0.0,1.0,1.0,7.0,9.0
F258,1.0,0.0,1.0,7.0,9.0
W543,0.0,0.0,6.0,3.0,9.0
K87,0.0,0.0,1.0,8.0,9.0
W558,0.0,2.0,1.0,6.0,9.0
M65,3.0,2.0,2.0,2.0,9.0
S29,0.0,0.0,8.0,1.0,9.0
L539,0.0,0.0,2.0,7.0,9.0
M828,2.0,0.0,4.0,3.0,9.0
E02,0.0,0.0,5.0,4.0,9.0
D439,0.0,2.0,3.0,4.0,9.0
Q759,0.0,3.0,0.0,6.0,9.0
C480,0.0,0.0,3.0,6.0,9.0
E835,0.0,9.0,0.0,0.0,9.0
S144,0.0,0.0,9.0,0.0,9.0
C574,0.0,0.0,0.0,9.0,9.0
G419,2.0,3.0,1.0,3.0,9.0
K709,1.0,0.0,0.0,8.0,9.0
D538,0.0,8.0,1.0,0.0,9.0
A49,1.0,0.0,8.0,0.0,9.0
M481,1.0,1.0,0.0,7.0,9.0
B081,1.0,4.0,2.0,2.0,9.0
V282,1.0,5.0,3.0,0.0,9.0
X613,0.0,0.0,0.0,9.0,9.0
E838,0.0,0.0,0.0,9.0,9.0
M349,0.0,0.0,0.0,9.0,9.0
G902,0.0,0.0,0.0,9.0,9.0
D758,0.0,8.0,0.0,1.0,9.0
W45,2.0,1.0,6.0,0.0,9.0
Q720,0.0,8.0,0.0,1.0,9.0
E274,1.0,2.0,0.0,6.0,9.0
A158,0.0,2.0,4.0,3.0,9.0
G039,1.0,6.0,0.0,2.0,9.0
M711,1.0,6.0,2.0,0.0,9.0
Q420,1.0,0.0,0.0,8.0,9.0
P940,0.0,9.0,0.0,0.0,9.0
T909,0.0,9.0,0.0,0.0,9.0
N340,0.0,9.0,0.0,0.0,9.0
W390,0.0,9.0,0.0,0.0,9.0
E03,1.0,1.0,7.0,0.0,9.0
T144,0.0,8.0,1.0,0.0,9.0
N178,0.0,7.0,2.0,0.0,9.0
K136,2.0,3.0,0.0,4.0,9.0
D057,1.0,0.0,8.0,0.0,9.0
B268,1.0,3.0,2.0,3.0,9.0
Z53,0.0,0.0,9.0,0.0,9.0
G833,0.0,4.0,5.0,0.0,9.0
L740,2.0,0.0,0.0,7.0,9.0
M995,1.0,2.0,6.0,0.0,9.0
G608,0.0,5.0,3.0,1.0,9.0
K750,1.0,6.0,1.0,1.0,9.0
O03,0.0,1.0,8.0,0.0,9.0
T302,2.0,3.0,4.0,0.0,9.0
F12,0.0,0.0,9.0,0.0,9.0
M464,0.0,6.0,1.0,2.0,9.0
Z11,0.0,0.0,9.0,0.0,9.0
R45,2.0,6.0,1.0,0.0,9.0
K567,0.0,1.0,0.0,8.0,9.0
B028,2.0,0.0,2.0,5.0,9.0
G979,1.0,4.0,1.0,3.0,9.0
Y845,2.0,0.0,3.0,4.0,9.0
D689,1.0,1.0,6.0,1.0,9.0
K25,1.0,0.0,8.0,0.0,9.0
B49,0.0,7.0,2.0,0.0,9.0
S101,1.0,0.0,8.0,0.0,9.0
J841,2.0,0.0,0.0,7.0,9.0
W459,2.0,1.0,0.0,6.0,9.0
E14,2.0,0.0,7.0,0.0,9.0
T12,2.0,6.0,0.0,1.0,9.0
H447,5.0,0.0,4.0,0.0,9.0
N42,4.0,0.0,5.0,0.0,9.0
C414,5.0,0.0,2.0,2.0,9.0
H262,5.0,2.0,0.0,2.0,9.0
C165,3.0,3.0,0.0,3.0,9.0
N321,4.0,2.0,2.0,1.0,9.0
C06,7.0,0.0,2.0,0.0,9.0
W545,4.0,2.0,1.0,2.0,9.0
T782,7.0,1.0,0.0,1.0,9.0
L980,4.0,2.0,0.0,3.0,9.0
Z354,4.0,0.0,5.0,0.0,9.0
R463,4.0,5.0,0.0,0.0,9.0
O601,7.0,0.0,2.0,0.0,9.0
G114,7.0,0.0,1.0,1.0,9.0
P783,8.0,0.0,1.0,0.0,9.0
G251,8.0,0.0,1.0,0.0,9.0
F063,8.0,0.0,1.0,0.0,9.0
T843,8.0,0.0,1.0,0.0,9.0
R498,8.0,1.0,0.0,0.0,9.0
W547,8.0,1.0,0.0,0.0,9.0
S648,8.0,1.0,0.0,0.0,9.0
M303,3.0,0.0,0.0,6.0,9.0
O029,8.0,0.0,0.0,1.0,9.0
I51,8.0,0.0,1.0,0.0,9.0
H055,8.0,0.0,1.0,0.0,9.0
H618,3.0,6.0,0.0,0.0,9.0
T001,8.0,0.0,1.0,0.0,9.0
V031,8.0,0.0,0.0,1.0,9.0
X400,7.0,0.0,0.0,2.0,9.0
N430,5.0,1.0,3.0,0.0,9.0
F172,7.0,1.0,1.0,0.0,9.0
G451,7.0,1.0,1.0,0.0,9.0
O85,6.0,1.0,1.0,1.0,9.0
H020,6.0,0.0,0.0,3.0,9.0
W018,6.0,3.0,0.0,0.0,9.0
I868,6.0,0.0,3.0,0.0,9.0
J013,6.0,2.0,1.0,0.0,9.0
N764,6.0,0.0,0.0,3.0,9.0
F913,6.0,0.0,3.0,0.0,9.0
W577,6.0,2.0,1.0,0.0,9.0
E46,6.0,2.0,1.0,0.0,9.0
V295,6.0,1.0,2.0,0.0,9.0
F420,6.0,2.0,1.0,0.0,9.0
N814,6.0,1.0,2.0,0.0,9.0
N945,6.0,1.0,2.0,0.0,9.0
F130,3.0,3.0,0.0,3.0,9.0
H818,5.0,1.0,0.0,3.0,9.0
H601,3.0,3.0,1.0,2.0,9.0
A57,5.0,1.0,2.0,1.0,9.0
H839,5.0,2.0,2.0,0.0,9.0
D38,5.0,0.0,0.0,4.0,9.0
H270,7.0,1.0,0.0,1.0,9.0
A058,7.0,2.0,0.0,0.0,9.0
L940,3.0,1.0,3.0,2.0,9.0
J42,5.0,3.0,1.0,0.0,9.0
Z634,5.0,0.0,4.0,0.0,9.0
J310,7.0,0.0,1.0,1.0,9.0
N941,8.0,0.0,0.0,1.0,9.0
I822,6.0,0.0,0.0,3.0,9.0
M601,9.0,0.0,0.0,0.0,9.0
N813,9.0,0.0,0.0,0.0,9.0
W184,3.0,4.0,0.0,2.0,9.0
R72,4.0,3.0,2.0,0.0,9.0
F446,9.0,0.0,0.0,0.0,9.0
W002,9.0,0.0,0.0,0.0,9.0
C403,9.0,0.0,0.0,0.0,9.0
A498,4.0,2.0,0.0,3.0,9.0
V436,9.0,0.0,0.0,0.0,9.0
W009,9.0,0.0,0.0,0.0,9.0
A502,9.0,0.0,0.0,0.0,9.0
S527,9.0,0.0,0.0,0.0,9.0
W850,9.0,0.0,0.0,0.0,9.0
N338,9.0,0.0,0.0,0.0,9.0
W176,9.0,0.0,0.0,0.0,9.0
J204,9.0,0.0,0.0,0.0,9.0
Q749,3.0,2.0,0.0,4.0,9.0
I447,4.0,1.0,1.0,3.0,9.0
W014,8.0,1.0,0.0,0.0,9.0
X994,3.0,5.0,0.0,1.0,9.0
O619,9.0,0.0,0.0,0.0,9.0
C227,8.0,0.0,0.0,1.0,9.0
I221,8.0,0.0,1.0,0.0,9.0
L235,4.0,0.0,5.0,0.0,9.0
C945,4.0,3.0,0.0,2.0,9.0
B350,3.0,2.0,3.0,0.0,8.0
N819,4.0,0.0,4.0,0.0,8.0
Y282,5.0,0.0,0.0,3.0,8.0
I635,0.0,4.0,0.0,4.0,8.0
S870,2.0,0.0,6.0,0.0,8.0
M950,0.0,5.0,3.0,0.0,8.0
Q808,2.0,0.0,0.0,6.0,8.0
H022,5.0,0.0,0.0,3.0,8.0
Z720,5.0,0.0,2.0,1.0,8.0
L20,1.0,3.0,4.0,0.0,8.0
K062,4.0,4.0,0.0,0.0,8.0
H530,0.0,2.0,0.0,6.0,8.0
Q961,1.0,2.0,0.0,5.0,8.0
C740,0.0,2.0,6.0,0.0,8.0
I846,0.0,2.0,0.0,6.0,8.0
C786,1.0,2.0,0.0,5.0,8.0
Z889,0.0,2.0,0.0,6.0,8.0
G590,2.0,0.0,1.0,5.0,8.0
Q040,5.0,1.0,0.0,2.0,8.0
M728,4.0,0.0,1.0,3.0,8.0
Z531,0.0,2.0,0.0,6.0,8.0
S298,3.0,0.0,5.0,0.0,8.0
C110,1.0,0.0,0.0,7.0,8.0
N76,0.0,2.0,5.0,1.0,8.0
J202,2.0,0.0,6.0,0.0,8.0
H66,6.0,0.0,2.0,0.0,8.0
L900,2.0,1.0,0.0,5.0,8.0
S224,2.0,2.0,2.0,2.0,8.0
A590,2.0,1.0,0.0,5.0,8.0
X610,3.0,0.0,1.0,4.0,8.0
C947,1.0,0.0,0.0,7.0,8.0
M081,4.0,0.0,3.0,1.0,8.0
J150,1.0,7.0,0.0,0.0,8.0
H189,6.0,2.0,0.0,0.0,8.0
J156,1.0,6.0,1.0,0.0,8.0
G958,1.0,0.0,3.0,4.0,8.0
C130,0.0,1.0,0.0,7.0,8.0
M938,3.0,3.0,1.0,1.0,8.0
R41,6.0,0.0,1.0,1.0,8.0
C774,6.0,2.0,0.0,0.0,8.0
K632,6.0,2.0,0.0,0.0,8.0
H348,6.0,0.0,0.0,2.0,8.0
Z901,0.0,1.0,3.0,4.0,8.0
D77,0.0,5.0,0.0,3.0,8.0
M212,6.0,2.0,0.0,0.0,8.0
K022,3.0,1.0,2.0,2.0,8.0
Q375,4.0,1.0,0.0,3.0,8.0
K766,0.0,5.0,0.0,3.0,8.0
P219,4.0,0.0,0.0,4.0,8.0
S05,2.0,5.0,1.0,0.0,8.0
Z930,2.0,0.0,0.0,6.0,8.0
C430,4.0,0.0,1.0,3.0,8.0
G444,3.0,0.0,2.0,3.0,8.0
D18,4.0,0.0,2.0,2.0,8.0
T15,1.0,0.0,7.0,0.0,8.0
L93,4.0,0.0,3.0,1.0,8.0
Z208,6.0,0.0,0.0,2.0,8.0
D561,1.0,0.0,6.0,1.0,8.0
F79,1.0,0.0,7.0,0.0,8.0
G587,1.0,1.0,1.0,5.0,8.0
J84,4.0,0.0,4.0,0.0,8.0
R466,3.0,1.0,1.0,3.0,8.0
Q709,1.0,0.0,0.0,7.0,8.0
A281,4.0,1.0,1.0,2.0,8.0
Q730,3.0,5.0,0.0,0.0,8.0
S219,4.0,4.0,0.0,0.0,8.0
S689,1.0,1.0,6.0,0.0,8.0
Y285,1.0,1.0,1.0,5.0,8.0
M251,3.0,0.0,3.0,2.0,8.0
J390,1.0,7.0,0.0,0.0,8.0
J312,4.0,0.0,0.0,4.0,8.0
M860,1.0,4.0,0.0,3.0,8.0
F21,1.0,0.0,7.0,0.0,8.0
T81,2.0,0.0,2.0,4.0,8.0
F505,1.0,0.0,7.0,0.0,8.0
M013,1.0,5.0,2.0,0.0,8.0
M878,1.0,0.0,0.0,7.0,8.0
S683,0.0,8.0,0.0,0.0,8.0
Q446,5.0,0.0,2.0,1.0,8.0
X680,1.0,0.0,0.0,7.0,8.0
N83,5.0,0.0,2.0,1.0,8.0
Z300,1.0,2.0,4.0,1.0,8.0
Z742,0.0,7.0,1.0,0.0,8.0
L305,5.0,1.0,1.0,1.0,8.0
T930,4.0,0.0,0.0,4.0,8.0
V877,4.0,1.0,2.0,1.0,8.0
V211,0.0,8.0,0.0,0.0,8.0
V092,0.0,8.0,0.0,0.0,8.0
Q66,2.0,0.0,5.0,1.0,8.0
I350,4.0,0.0,0.0,4.0,8.0
W404,0.0,8.0,0.0,0.0,8.0
H600,0.0,8.0,0.0,0.0,8.0
B83,1.0,0.0,7.0,0.0,8.0
W864,0.0,8.0,0.0,0.0,8.0
G258,0.0,8.0,0.0,0.0,8.0
T180,5.0,1.0,1.0,1.0,8.0
T243,1.0,1.0,0.0,6.0,8.0
T925,5.0,3.0,0.0,0.0,8.0
K148,2.0,1.0,1.0,4.0,8.0
D443,3.0,0.0,0.0,5.0,8.0
L08,1.0,0.0,7.0,0.0,8.0
C050,2.0,0.0,4.0,2.0,8.0
L810,8.0,0.0,0.0,0.0,8.0
D361,0.0,0.0,0.0,8.0,8.0
I859,3.0,0.0,2.0,3.0,8.0
K229,3.0,4.0,0.0,1.0,8.0
C24,7.0,0.0,0.0,1.0,8.0
Z089,6.0,0.0,1.0,1.0,8.0
Y288,0.0,0.0,0.0,8.0,8.0
N491,0.0,0.0,1.0,7.0,8.0
S565,8.0,0.0,0.0,0.0,8.0
A53,0.0,0.0,8.0,0.0,8.0
Q552,0.0,0.0,8.0,0.0,8.0
G374,0.0,0.0,8.0,0.0,8.0
P379,0.0,0.0,4.0,4.0,8.0
Z512,8.0,0.0,0.0,0.0,8.0
J950,0.0,0.0,1.0,7.0,8.0
A180,0.0,0.0,0.0,8.0,8.0
Z609,0.0,0.0,0.0,8.0,8.0
Q173,7.0,0.0,0.0,1.0,8.0
G12,0.0,0.0,0.0,8.0,8.0
K140,0.0,0.0,0.0,8.0,8.0
Z201,3.0,2.0,3.0,0.0,8.0
Q690,0.0,0.0,0.0,8.0,8.0
Q37,7.0,1.0,0.0,0.0,8.0
I979,0.0,0.0,0.0,8.0,8.0
K10,7.0,0.0,0.0,1.0,8.0
M514,7.0,0.0,1.0,0.0,8.0
G113,7.0,0.0,0.0,1.0,8.0
J931,7.0,0.0,1.0,0.0,8.0
D093,8.0,0.0,0.0,0.0,8.0
O053,8.0,0.0,0.0,0.0,8.0
O681,8.0,0.0,0.0,0.0,8.0
E060,8.0,0.0,0.0,0.0,8.0
Y609,8.0,0.0,0.0,0.0,8.0
S981,6.0,1.0,0.0,1.0,8.0
V131,8.0,0.0,0.0,0.0,8.0
O828,7.0,0.0,0.0,1.0,8.0
V194,8.0,0.0,0.0,0.0,8.0
R230,6.0,1.0,0.0,1.0,8.0
S427,7.0,0.0,1.0,0.0,8.0
N51,3.0,1.0,4.0,0.0,8.0
V221,8.0,0.0,0.0,0.0,8.0
Y300,8.0,0.0,0.0,0.0,8.0
V210,6.0,0.0,2.0,0.0,8.0
J38,7.0,0.0,1.0,0.0,8.0
E04,6.0,1.0,1.0,0.0,8.0
J14,0.0,5.0,2.0,0.0,7.0
K257,0.0,5.0,0.0,2.0,7.0
H71,2.0,0.0,0.0,5.0,7.0
R30,7.0,0.0,0.0,0.0,7.0
D444,0.0,5.0,0.0,2.0,7.0
D212,1.0,0.0,0.0,6.0,7.0
H490,0.0,0.0,2.0,5.0,7.0
C447,2.0,2.0,1.0,2.0,7.0
G903,0.0,0.0,5.0,2.0,7.0
B690,5.0,0.0,1.0,1.0,7.0
C438,2.0,1.0,1.0,3.0,7.0
Q057,5.0,0.0,0.0,2.0,7.0
F160,5.0,0.0,0.0,2.0,7.0
S709,1.0,3.0,2.0,1.0,7.0
K660,0.0,5.0,0.0,2.0,7.0
S708,3.0,3.0,0.0,1.0,7.0
D449,0.0,7.0,0.0,0.0,7.0
M008,2.0,1.0,0.0,4.0,7.0
L440,1.0,2.0,1.0,3.0,7.0
K099,0.0,4.0,0.0,3.0,7.0
I069,1.0,4.0,0.0,2.0,7.0
D683,0.0,6.0,0.0,1.0,7.0
S212,0.0,6.0,1.0,0.0,7.0
D125,5.0,2.0,0.0,0.0,7.0
M46,2.0,0.0,0.0,5.0,7.0
Q357,0.0,6.0,1.0,0.0,7.0
J370,7.0,0.0,0.0,0.0,7.0
D692,2.0,0.0,0.0,5.0,7.0
E063,4.0,0.0,0.0,3.0,7.0
V270,7.0,0.0,0.0,0.0,7.0
G633,0.0,6.0,1.0,0.0,7.0
C000,4.0,0.0,0.0,3.0,7.0
G212,0.0,6.0,1.0,0.0,7.0
Q839,0.0,7.0,0.0,0.0,7.0
R35,2.0,1.0,2.0,2.0,7.0
A413,0.0,0.0,0.0,7.0,7.0
Q722,5.0,0.0,0.0,2.0,7.0
O924,7.0,0.0,0.0,0.0,7.0
N32,1.0,0.0,3.0,3.0,7.0
M912,0.0,0.0,1.0,6.0,7.0
X749,2.0,0.0,5.0,0.0,7.0
Q658,0.0,0.0,1.0,6.0,7.0
R58,3.0,4.0,0.0,0.0,7.0
X991,7.0,0.0,0.0,0.0,7.0
K63,1.0,0.0,5.0,1.0,7.0
M091,7.0,0.0,0.0,0.0,7.0
S644,4.0,0.0,0.0,3.0,7.0
M249,1.0,0.0,6.0,0.0,7.0
L91,7.0,0.0,0.0,0.0,7.0
O411,7.0,0.0,0.0,0.0,7.0
G218,3.0,0.0,0.0,4.0,7.0
L405,4.0,0.0,0.0,3.0,7.0
M89,1.0,2.0,4.0,0.0,7.0
I79,7.0,0.0,0.0,0.0,7.0
G55,7.0,0.0,0.0,0.0,7.0
J302,1.0,1.0,2.0,3.0,7.0
A545,7.0,0.0,0.0,0.0,7.0
S002,4.0,1.0,0.0,2.0,7.0
S020,2.0,4.0,1.0,0.0,7.0
K421,1.0,2.0,0.0,4.0,7.0
O031,4.0,2.0,0.0,1.0,7.0
O988,7.0,0.0,0.0,0.0,7.0
K862,1.0,0.0,3.0,3.0,7.0
O986,7.0,0.0,0.0,0.0,7.0
F141,5.0,0.0,0.0,2.0,7.0
W598,7.0,0.0,0.0,0.0,7.0
C102,2.0,1.0,0.0,4.0,7.0
B085,1.0,6.0,0.0,0.0,7.0
T824,0.0,0.0,1.0,6.0,7.0
D043,5.0,0.0,0.0,2.0,7.0
W500,5.0,0.0,0.0,2.0,7.0
G93,5.0,0.0,0.0,2.0,7.0
D819,0.0,0.0,0.0,7.0,7.0
K623,4.0,0.0,1.0,2.0,7.0
G04,2.0,0.0,1.0,4.0,7.0
P209,7.0,0.0,0.0,0.0,7.0
Z853,7.0,0.0,0.0,0.0,7.0
C441,4.0,2.0,0.0,1.0,7.0
E051,7.0,0.0,0.0,0.0,7.0
O458,4.0,0.0,0.0,3.0,7.0
F813,2.0,5.0,0.0,0.0,7.0
S688,3.0,1.0,3.0,0.0,7.0
S121,0.0,4.0,1.0,2.0,7.0
I978,7.0,0.0,0.0,0.0,7.0
G940,5.0,2.0,0.0,0.0,7.0
Y28,0.0,0.0,7.0,0.0,7.0
M922,6.0,0.0,0.0,1.0,7.0
S72,2.0,0.0,4.0,1.0,7.0
J32,3.0,0.0,4.0,0.0,7.0
V195,0.0,1.0,0.0,6.0,7.0
D462,6.0,0.0,0.0,1.0,7.0
R457,2.0,1.0,1.0,3.0,7.0
T833,6.0,0.0,0.0,1.0,7.0
V029,3.0,1.0,3.0,0.0,7.0
R090,0.0,1.0,4.0,2.0,7.0
Z590,0.0,1.0,0.0,6.0,7.0
B301,6.0,1.0,0.0,0.0,7.0
Z950,3.0,2.0,1.0,1.0,7.0
K103,0.0,1.0,3.0,3.0,7.0
R262,0.0,1.0,0.0,6.0,7.0
H709,5.0,0.0,2.0,0.0,7.0
O30,0.0,0.0,7.0,0.0,7.0
T261,0.0,1.0,1.0,5.0,7.0
M919,0.0,0.0,7.0,0.0,7.0
C711,2.0,1.0,3.0,1.0,7.0
R827,7.0,0.0,0.0,0.0,7.0
M62,0.0,0.0,7.0,0.0,7.0
A92,0.0,0.0,7.0,0.0,7.0
N748,6.0,0.0,1.0,0.0,7.0
H438,0.0,1.0,0.0,6.0,7.0
F781,1.0,3.0,1.0,2.0,7.0
R47,6.0,0.0,1.0,0.0,7.0
M963,1.0,0.0,0.0,6.0,7.0
W070,6.0,0.0,1.0,0.0,7.0
Y048,0.0,1.0,0.0,6.0,7.0
I744,6.0,0.0,1.0,0.0,7.0
H104,0.0,1.0,0.0,6.0,7.0
S361,1.0,5.0,0.0,1.0,7.0
I351,4.0,1.0,0.0,2.0,7.0
F39,4.0,0.0,3.0,0.0,7.0
C850,1.0,0.0,0.0,6.0,7.0
G622,1.0,3.0,0.0,3.0,7.0
V87,0.0,0.0,7.0,0.0,7.0
I12,0.0,0.0,7.0,0.0,7.0
C381,0.0,1.0,0.0,6.0,7.0
T920,2.0,0.0,0.0,5.0,7.0
I65,2.0,1.0,2.0,2.0,7.0
I692,0.0,0.0,7.0,0.0,7.0
V039,0.0,2.0,0.0,5.0,7.0
I618,0.0,0.0,7.0,0.0,7.0
J012,6.0,1.0,0.0,0.0,7.0
F066,0.0,2.0,0.0,5.0,7.0
H11,0.0,0.0,0.0,7.0,7.0
O350,7.0,0.0,0.0,0.0,7.0
C269,0.0,0.0,0.0,7.0,7.0
Z700,0.0,0.0,0.0,7.0,7.0
D752,0.0,0.0,0.0,7.0,7.0
N288,0.0,2.0,2.0,3.0,7.0
S912,3.0,3.0,1.0,0.0,7.0
M471,0.0,3.0,3.0,1.0,7.0
S46,2.0,0.0,4.0,1.0,7.0
S42,3.0,1.0,3.0,0.0,7.0
M802,5.0,0.0,1.0,1.0,7.0
T290,0.0,3.0,1.0,3.0,7.0
D252,5.0,1.0,0.0,1.0,7.0
Q359,1.0,3.0,0.0,3.0,7.0
J324,1.0,1.0,0.0,5.0,7.0
E760,1.0,0.0,3.0,3.0,7.0
T982,0.0,2.0,5.0,0.0,7.0
K598,3.0,4.0,0.0,0.0,7.0
S366,0.0,0.0,0.0,7.0,7.0
S343,0.0,0.0,0.0,7.0,7.0
N998,0.0,0.0,0.0,7.0,7.0
E440,1.0,0.0,3.0,3.0,7.0
Z114,0.0,0.0,0.0,7.0,7.0
E559,0.0,2.0,0.0,5.0,7.0
H720,6.0,1.0,0.0,0.0,7.0
Q726,0.0,0.0,0.0,7.0,7.0
K50,0.0,2.0,1.0,4.0,7.0
D22,5.0,2.0,0.0,0.0,7.0
R260,0.0,0.0,0.0,7.0,7.0
S60,1.0,3.0,3.0,0.0,7.0
C608,1.0,1.0,0.0,4.0,6.0
W349,0.0,0.0,0.0,6.0,6.0
Q380,1.0,0.0,0.0,5.0,6.0
Q988,1.0,0.0,0.0,5.0,6.0
F220,4.0,2.0,0.0,0.0,6.0
G95,0.0,0.0,0.0,6.0,6.0
J708,1.0,0.0,4.0,1.0,6.0
M724,3.0,0.0,0.0,3.0,6.0
K908,3.0,0.0,0.0,3.0,6.0
Z436,0.0,0.0,0.0,6.0,6.0
C600,0.0,0.0,0.0,6.0,6.0
F40,1.0,0.0,5.0,0.0,6.0
X844,0.0,0.0,0.0,6.0,6.0
L932,0.0,0.0,0.0,6.0,6.0
C460,0.0,0.0,0.0,6.0,6.0
C098,1.0,1.0,0.0,4.0,6.0
L210,1.0,2.0,0.0,3.0,6.0
K909,0.0,0.0,0.0,6.0,6.0
B26,1.0,0.0,5.0,0.0,6.0
S004,4.0,2.0,0.0,0.0,6.0
L743,1.0,2.0,1.0,2.0,6.0
R091,0.0,0.0,0.0,6.0,6.0
L990,4.0,1.0,0.0,1.0,6.0
I603,4.0,2.0,0.0,0.0,6.0
X643,0.0,0.0,0.0,6.0,6.0
C469,1.0,0.0,0.0,5.0,6.0
B005,1.0,0.0,0.0,5.0,6.0
M22,1.0,0.0,3.0,2.0,6.0
Q661,1.0,0.0,4.0,1.0,6.0
C831,1.0,0.0,5.0,0.0,6.0
L05,1.0,0.0,4.0,1.0,6.0
D332,1.0,5.0,0.0,0.0,6.0
D821,1.0,5.0,0.0,0.0,6.0
F06,1.0,0.0,5.0,0.0,6.0
G573,4.0,0.0,0.0,2.0,6.0
N45,1.0,0.0,5.0,0.0,6.0
Q049,1.0,0.0,1.0,4.0,6.0
R635,4.0,0.0,1.0,1.0,6.0
M252,1.0,5.0,0.0,0.0,6.0
R36,4.0,2.0,0.0,0.0,6.0
K620,4.0,1.0,0.0,1.0,6.0
Y061,0.0,0.0,0.0,6.0,6.0
C249,4.0,0.0,0.0,2.0,6.0
D487,4.0,0.0,0.0,2.0,6.0
N642,1.0,4.0,0.0,1.0,6.0
Z806,0.0,0.0,0.0,6.0,6.0
I679,1.0,0.0,1.0,4.0,6.0
I614,1.0,2.0,2.0,1.0,6.0
X648,0.0,0.0,0.0,6.0,6.0
I429,4.0,0.0,2.0,0.0,6.0
B559,1.0,2.0,0.0,3.0,6.0
R480,4.0,2.0,0.0,0.0,6.0
T17,1.0,1.0,1.0,3.0,6.0
A38,1.0,3.0,1.0,1.0,6.0
M489,4.0,0.0,2.0,0.0,6.0
D321,4.0,1.0,0.0,1.0,6.0
B220,6.0,0.0,0.0,0.0,6.0
D134,5.0,0.0,1.0,0.0,6.0
T953,1.0,0.0,4.0,1.0,6.0
R73,0.0,0.0,6.0,0.0,6.0
K007,6.0,0.0,0.0,0.0,6.0
W183,6.0,0.0,0.0,0.0,6.0
O639,6.0,0.0,0.0,0.0,6.0
B89,0.0,1.0,5.0,0.0,6.0
O602,5.0,0.0,1.0,0.0,6.0
C257,0.0,1.0,5.0,0.0,6.0
C089,0.0,1.0,5.0,0.0,6.0
H050,0.0,1.0,1.0,4.0,6.0
P916,5.0,0.0,0.0,1.0,6.0
T094,0.0,1.0,5.0,0.0,6.0
F421,5.0,1.0,0.0,0.0,6.0
D05,5.0,0.0,1.0,0.0,6.0
Y308,0.0,2.0,1.0,3.0,6.0
O035,5.0,0.0,0.0,1.0,6.0
T90,4.0,0.0,2.0,0.0,6.0
D120,5.0,1.0,0.0,0.0,6.0
C021,0.0,2.0,2.0,2.0,6.0
M961,0.0,0.0,6.0,0.0,6.0
C82,0.0,2.0,0.0,4.0,6.0
D682,0.0,0.0,6.0,0.0,6.0
S332,0.0,0.0,6.0,0.0,6.0
M40,0.0,0.0,6.0,0.0,6.0
X99,0.0,0.0,6.0,0.0,6.0
M613,0.0,0.0,6.0,0.0,6.0
O440,5.0,0.0,0.0,1.0,6.0
L92,0.0,0.0,6.0,0.0,6.0
H184,0.0,0.0,6.0,0.0,6.0
C418,0.0,2.0,0.0,4.0,6.0
I45,6.0,0.0,0.0,0.0,6.0
B022,0.0,1.0,0.0,5.0,6.0
T677,6.0,0.0,0.0,0.0,6.0
S707,6.0,0.0,0.0,0.0,6.0
R465,6.0,0.0,0.0,0.0,6.0
B571,6.0,0.0,0.0,0.0,6.0
C434,6.0,0.0,0.0,0.0,6.0
H511,6.0,0.0,0.0,0.0,6.0
P220,6.0,0.0,0.0,0.0,6.0
A511,6.0,0.0,0.0,0.0,6.0
D44,6.0,0.0,0.0,0.0,6.0
L551,6.0,0.0,0.0,0.0,6.0
M002,6.0,0.0,0.0,0.0,6.0
Z875,6.0,0.0,0.0,0.0,6.0
N159,6.0,0.0,0.0,0.0,6.0
J683,6.0,0.0,0.0,0.0,6.0
B878,6.0,0.0,0.0,0.0,6.0
O324,6.0,0.0,0.0,0.0,6.0
Q721,6.0,0.0,0.0,0.0,6.0
N020,0.0,1.0,0.0,5.0,6.0
G635,6.0,0.0,0.0,0.0,6.0
W267,6.0,0.0,0.0,0.0,6.0
Z357,6.0,0.0,0.0,0.0,6.0
N640,0.0,1.0,0.0,5.0,6.0
V229,6.0,0.0,0.0,0.0,6.0
G60,6.0,0.0,0.0,0.0,6.0
M485,6.0,0.0,0.0,0.0,6.0
N923,6.0,0.0,0.0,0.0,6.0
Z452,6.0,0.0,0.0,0.0,6.0
C05,6.0,0.0,0.0,0.0,6.0
Z461,6.0,0.0,0.0,0.0,6.0
T011,0.0,2.0,0.0,4.0,6.0
L03,0.0,0.0,6.0,0.0,6.0
Q063,0.0,0.0,6.0,0.0,6.0
L86,6.0,0.0,0.0,0.0,6.0
A58,5.0,0.0,1.0,0.0,6.0
N818,5.0,0.0,1.0,0.0,6.0
C540,5.0,0.0,0.0,1.0,6.0
A599,5.0,0.0,1.0,0.0,6.0
